identity,family,stratum,condition,window,window_id,sample,cycle,landmark,phase,ara_phase
double:free,double,free,chronological,35,double:free:w035,27,3,3,0.11050673105225428,0.22101346210450856
double:free,double,free,chronological,35,double:free:w035,28,3,4,0.2149433829926295,0.429886765985259
double:free,double,free,chronological,35,double:free:w035,29,3,5,0.3213555990137422,0.6427111980274844
double:free,double,free,chronological,35,double:free:w035,30,3,6,0.4854439707000324,0.9708879414000648
double:free,double,free,chronological,35,double:free:w035,31,3,7,0.6419711470646803,1.2839422941293606
double:free,double,free,shuffled,35,double:free:w035,0,0,0,0.8568108298925381,1.7136216597850762
double:free,double,free,shuffled,35,double:free:w035,1,0,1,0.9891564991774686,1.9783129983549372
double:free,double,free,shuffled,35,double:free:w035,2,0,2,0.6421031911470436,1.2842063822940872
double:free,double,free,shuffled,35,double:free:w035,3,0,3,0.2149433829926295,0.429886765985259
double:free,double,free,shuffled,35,double:free:w035,4,0,4,0.7524583656414308,1.5049167312828615
double:free,double,free,shuffled,35,double:free:w035,5,0,5,0.6440634716591802,1.2881269433183604
double:free,double,free,shuffled,35,double:free:w035,6,0,6,0.11167505847333814,0.22335011694667628
double:free,double,free,shuffled,35,double:free:w035,7,0,7,0.32950293739821745,0.6590058747964349
double:free,double,free,shuffled,35,double:free:w035,8,1,0,0.22040480577892652,0.44080961155785303
double:free,double,free,shuffled,35,double:free:w035,9,1,1,0.4864263106100708,0.9728526212201416
double:free,double,free,shuffled,35,double:free:w035,10,1,2,0.11050673105225428,0.22101346210450856
double:free,double,free,shuffled,35,double:free:w035,11,1,3,0.4854439707000324,0.9708879414000648
double:free,double,free,shuffled,35,double:free:w035,12,1,4,0.217759358171719,0.435518716343438
double:free,double,free,shuffled,35,double:free:w035,13,1,5,0.4855996983617956,0.9711993967235912
double:free,double,free,shuffled,35,double:free:w035,14,1,6,0.11513563417149442,0.23027126834298883
double:free,double,free,shuffled,35,double:free:w035,15,1,7,0.7535644546200615,1.507128909240123
double:free,double,free,shuffled,35,double:free:w035,16,2,0,0.858424182850527,1.716848365701054
double:free,double,free,shuffled,35,double:free:w035,17,2,1,0.3235916638191725,0.647183327638345
double:free,double,free,shuffled,35,double:free:w035,18,2,2,0.11786080557212131,0.23572161114424262
double:free,double,free,shuffled,35,double:free:w035,19,2,3,0.753456161374146,1.506912322748292
double:free,double,free,shuffled,35,double:free:w035,20,2,4,0.9902492158038854,1.9804984316077707
double:free,double,free,shuffled,35,double:free:w035,21,2,5,0.8574588398462737,1.7149176796925474
double:free,double,free,shuffled,35,double:free:w035,22,2,6,0.3213555990137422,0.6427111980274844
double:free,double,free,shuffled,35,double:free:w035,23,2,7,0.6419711470646803,1.2839422941293606
double:free,double,free,shuffled,35,double:free:w035,24,3,0,0.22315275388942268,0.44630550777884537
double:free,double,free,shuffled,35,double:free:w035,25,3,1,0.8576869049075384,1.7153738098150768
double:free,double,free,shuffled,35,double:free:w035,26,3,2,0.7527621367988218,1.5055242735976435
double:free,double,free,shuffled,35,double:free:w035,27,3,3,0.9879752564297917,1.9759505128595833
double:free,double,free,shuffled,35,double:free:w035,28,3,4,0.00011366912428911746,0.00022733824857823492
double:free,double,free,shuffled,35,double:free:w035,29,3,5,0.32714031747157435,0.6542806349431487
double:free,double,free,shuffled,35,double:free:w035,30,3,6,0.49975864556915894,0.9995172911383179
double:free,double,free,shuffled,35,double:free:w035,31,3,7,0.644253193895139,1.288506387790278
double:free,double,free,reversed,35,double:free:w035,0,0,0,0.6419711470646803,1.2839422941293606
double:free,double,free,reversed,35,double:free:w035,1,0,1,0.4854439707000324,0.9708879414000648
double:free,double,free,reversed,35,double:free:w035,2,0,2,0.3213555990137422,0.6427111980274844
double:free,double,free,reversed,35,double:free:w035,3,0,3,0.2149433829926295,0.429886765985259
double:free,double,free,reversed,35,double:free:w035,4,0,4,0.11050673105225428,0.22101346210450856
double:free,double,free,reversed,35,double:free:w035,5,0,5,0.9902492158038854,1.9804984316077707
double:free,double,free,reversed,35,double:free:w035,6,0,6,0.8568108298925381,1.7136216597850762
double:free,double,free,reversed,35,double:free:w035,7,0,7,0.753456161374146,1.506912322748292
double:free,double,free,reversed,35,double:free:w035,8,1,0,0.644253193895139,1.288506387790278
double:free,double,free,reversed,35,double:free:w035,9,1,1,0.4855996983617956,0.9711993967235912
double:free,double,free,reversed,35,double:free:w035,10,1,2,0.3235916638191725,0.647183327638345
double:free,double,free,reversed,35,double:free:w035,11,1,3,0.217759358171719,0.435518716343438
double:free,double,free,reversed,35,double:free:w035,12,1,4,0.11167505847333814,0.22335011694667628
double:free,double,free,reversed,35,double:free:w035,13,1,5,0.9879752564297917,1.9759505128595833
double:free,double,free,reversed,35,double:free:w035,14,1,6,0.858424182850527,1.716848365701054
double:free,double,free,reversed,35,double:free:w035,15,1,7,0.7535644546200615,1.507128909240123
double:free,double,free,reversed,35,double:free:w035,16,2,0,0.6440634716591802,1.2881269433183604
double:free,double,free,reversed,35,double:free:w035,17,2,1,0.49975864556915894,0.9995172911383179
double:free,double,free,reversed,35,double:free:w035,18,2,2,0.32714031747157435,0.6542806349431487
double:free,double,free,reversed,35,double:free:w035,19,2,3,0.22040480577892652,0.44080961155785303
double:free,double,free,reversed,35,double:free:w035,20,2,4,0.11513563417149442,0.23027126834298883
double:free,double,free,reversed,35,double:free:w035,21,2,5,0.00011366912428911746,0.00022733824857823492
double:free,double,free,reversed,35,double:free:w035,22,2,6,0.8574588398462737,1.7149176796925474
double:free,double,free,reversed,35,double:free:w035,23,2,7,0.7527621367988218,1.5055242735976435
double:free,double,free,reversed,35,double:free:w035,24,3,0,0.6421031911470436,1.2842063822940872
double:free,double,free,reversed,35,double:free:w035,25,3,1,0.4864263106100708,0.9728526212201416
double:free,double,free,reversed,35,double:free:w035,26,3,2,0.32950293739821745,0.6590058747964349
double:free,double,free,reversed,35,double:free:w035,27,3,3,0.22315275388942268,0.44630550777884537
double:free,double,free,reversed,35,double:free:w035,28,3,4,0.11786080557212131,0.23572161114424262
double:free,double,free,reversed,35,double:free:w035,29,3,5,0.9891564991774686,1.9783129983549372
double:free,double,free,reversed,35,double:free:w035,30,3,6,0.8576869049075384,1.7153738098150768
double:free,double,free,reversed,35,double:free:w035,31,3,7,0.7524583656414308,1.5049167312828615
double:free,double,free,broken_lineage,35,double:free:w035,0,0,0,0.9221810208141292,1.8443620416282585
double:free,double,free,broken_lineage,35,double:free:w035,1,0,1,0.9692087613623173,1.9384175227246345
double:free,double,free,broken_lineage,35,double:free:w035,2,0,2,0.018211955287512183,0.036423910575024365
double:free,double,free,broken_lineage,35,double:free:w035,3,0,3,0.06128005647588708,0.12256011295177416
double:free,double,free,broken_lineage,35,double:free:w035,4,0,4,0.11233563948719905,0.2246712789743981
double:free,double,free,broken_lineage,35,double:free:w035,5,0,5,0.17292452139247416,0.3458490427849483
double:free,double,free,broken_lineage,35,double:free:w035,6,0,6,0.2624688668884758,0.5249377337769516
double:free,double,free,broken_lineage,35,double:free:w035,7,0,7,0.3372561246468422,0.6745122492936844
double:free,double,free,broken_lineage,35,double:free:w035,8,1,0,0.401126848170108,0.802253696340216
double:free,double,free,broken_lineage,35,double:free:w035,9,1,1,0.45390697409134617,0.9078139481826923
double:free,double,free,broken_lineage,35,double:free:w035,10,1,2,0.5110462224098526,1.0220924448197053
double:free,double,free,broken_lineage,35,double:free:w035,11,1,3,0.550420498146508,1.100840996293016
double:free,double,free,broken_lineage,35,double:free:w035,12,1,4,0.6006554993495499,1.2013109986990997
double:free,double,free,broken_lineage,35,double:free:w035,13,1,5,0.6595736332021289,1.3191472664042578
double:free,double,free,broken_lineage,35,double:free:w035,14,1,6,0.755226090939523,1.510452181879046
double:free,double,free,broken_lineage,35,double:free:w035,15,1,7,0.825110778652089,1.650221557304178
double:free,double,free,broken_lineage,35,double:free:w035,16,2,0,0.8885724488114803,1.7771448976229607
double:free,double,free,broken_lineage,35,double:free:w035,17,2,1,0.943730909536221,1.887461819072442
double:free,double,free,broken_lineage,35,double:free:w035,18,2,2,0.0015346383722842916,0.003069276744568583
double:free,double,free,broken_lineage,35,double:free:w035,19,2,3,0.04259361611042323,0.08518723222084645
double:free,double,free,broken_lineage,35,double:free:w035,20,2,4,0.09045388532445031,0.18090777064890062
double:free,double,free,broken_lineage,35,double:free:w035,21,2,5,0.14991029625561936,0.2998205925112387
double:free,double,free,broken_lineage,35,double:free:w035,22,2,6,0.24196824334032385,0.4839364866806477
double:free,double,free,broken_lineage,35,double:free:w035,23,2,7,0.3142843974398204,0.6285687948796408
double:free,double,free,broken_lineage,35,double:free:w035,24,3,0,0.37831763281553066,0.7566352656310613
double:free,double,free,broken_lineage,35,double:free:w035,25,3,1,0.43429089882798877,0.8685817976559775
double:free,double,free,broken_lineage,35,double:free:w035,26,3,2,0.4911211402829423,0.9822422805658846
double:free,double,free,broken_lineage,35,double:free:w035,27,3,3,0.5343984076175019,1.0687968152350038
double:free,double,free,broken_lineage,35,double:free:w035,28,3,4,0.5779859477926124,1.1559718955852247
double:free,double,free,broken_lineage,35,double:free:w035,29,3,5,0.6351627591006661,1.2703255182013322
double:free,double,free,broken_lineage,35,double:free:w035,30,3,6,0.7324373264507074,1.4648746529014147
double:free,double,free,broken_lineage,35,double:free:w035,31,3,7,0.8020736850654728,1.6041473701309457
double:free,double,free,chronological,36,double:free:w036,0,0,0,0.7519353491446452,1.5038706982892904
double:free,double,free,chronological,36,double:free:w036,1,0,1,0.8562033275780152,1.7124066551560304
double:free,double,free,chronological,36,double:free:w036,2,0,2,0.988657584133307,1.977315168266614
double:free,double,free,chronological,36,double:free:w036,3,0,3,0.10815626257860345,0.2163125251572069
double:free,double,free,chronological,36,double:free:w036,4,0,4,0.21273340623858417,0.42546681247716833
double:free,double,free,chronological,36,double:free:w036,5,0,5,0.31775026669990325,0.6355005333998065
double:free,double,free,chronological,36,double:free:w036,6,0,6,0.5009850956039088,1.0019701912078176
double:free,double,free,chronological,36,double:free:w036,7,0,7,0.6393524767347287,1.2787049534694575
double:free,double,free,chronological,36,double:free:w036,8,1,0,0.7505392842748222,1.5010785685496444
double:free,double,free,chronological,36,double:free:w036,9,1,1,0.8532288887263348,1.7064577774526697
double:free,double,free,chronological,36,double:free:w036,10,1,2,0.9890877742613782,1.9781755485227563
double:free,double,free,chronological,36,double:free:w036,11,1,3,0.1056801945282757,0.2113603890565514
double:free,double,free,chronological,36,double:free:w036,12,1,4,0.20850827532862581,0.41701655065725163
double:free,double,free,chronological,36,double:free:w036,13,1,5,0.31470379074812627,0.6294075814962525
double:free,double,free,chronological,36,double:free:w036,14,1,6,0.48152264800165767,0.9630452960033153
double:free,double,free,chronological,36,double:free:w036,15,1,7,0.6386065944988673,1.2772131889977345
double:free,double,free,chronological,36,double:free:w036,16,2,0,0.7488831247518419,1.4977662495036839
double:free,double,free,chronological,36,double:free:w036,17,2,1,0.8506361591491896,1.701272318298379
double:free,double,free,chronological,36,double:free:w036,18,2,2,0.9879619983794896,1.9759239967589792
double:free,double,free,chronological,36,double:free:w036,19,2,3,0.10410572045682898,0.20821144091365795
double:free,double,free,chronological,36,double:free:w036,20,2,4,0.20513879703332805,0.4102775940666561
double:free,double,free,chronological,36,double:free:w036,21,2,5,0.31052668630340463,0.6210533726068093
double:free,double,free,chronological,36,double:free:w036,22,2,6,0.5007104538071303,1.0014209076142606
double:free,double,free,chronological,36,double:free:w036,23,2,7,0.6359350620575128,1.2718701241150256
double:free,double,free,chronological,36,double:free:w036,24,3,0,0.7469754816337968,1.4939509632675936
double:free,double,free,chronological,36,double:free:w036,25,3,1,0.8487166970558064,1.6974333941116129
double:free,double,free,chronological,36,double:free:w036,26,3,2,0.9849590944897955,1.969918188979591
double:free,double,free,chronological,36,double:free:w036,27,3,3,0.10184071274085227,0.20368142548170454
double:free,double,free,chronological,36,double:free:w036,28,3,4,0.1992765107022194,0.3985530214044388
double:free,double,free,chronological,36,double:free:w036,29,3,5,0.3050692593906774,0.6101385187813548
double:free,double,free,chronological,36,double:free:w036,30,3,6,0.48156812129394666,0.9631362425878933
double:free,double,free,chronological,36,double:free:w036,31,3,7,0.632385156010713,1.264770312021426
double:free,double,free,shuffled,36,double:free:w036,0,0,0,0.10410572045682898,0.20821144091365795
double:free,double,free,shuffled,36,double:free:w036,1,0,1,0.7519353491446452,1.5038706982892904
double:free,double,free,shuffled,36,double:free:w036,2,0,2,0.20850827532862581,0.41701655065725163
double:free,double,free,shuffled,36,double:free:w036,3,0,3,0.9849590944897955,1.969918188979591
double:free,double,free,shuffled,36,double:free:w036,4,0,4,0.6386065944988673,1.2772131889977345
double:free,double,free,shuffled,36,double:free:w036,5,0,5,0.9879619983794896,1.9759239967589792
double:free,double,free,shuffled,36,double:free:w036,6,0,6,0.3050692593906774,0.6101385187813548
double:free,double,free,shuffled,36,double:free:w036,7,0,7,0.6359350620575128,1.2718701241150256
double:free,double,free,shuffled,36,double:free:w036,8,1,0,0.20513879703332805,0.4102775940666561
double:free,double,free,shuffled,36,double:free:w036,9,1,1,0.48152264800165767,0.9630452960033153
double:free,double,free,shuffled,36,double:free:w036,10,1,2,0.10815626257860345,0.2163125251572069
double:free,double,free,shuffled,36,double:free:w036,11,1,3,0.6393524767347287,1.2787049534694575
double:free,double,free,shuffled,36,double:free:w036,12,1,4,0.7488831247518419,1.4977662495036839
double:free,double,free,shuffled,36,double:free:w036,13,1,5,0.988657584133307,1.977315168266614
double:free,double,free,shuffled,36,double:free:w036,14,1,6,0.8562033275780152,1.7124066551560304
double:free,double,free,shuffled,36,double:free:w036,15,1,7,0.7505392842748222,1.5010785685496444
double:free,double,free,shuffled,36,double:free:w036,16,2,0,0.21273340623858417,0.42546681247716833
double:free,double,free,shuffled,36,double:free:w036,17,2,1,0.8532288887263348,1.7064577774526697
double:free,double,free,shuffled,36,double:free:w036,18,2,2,0.632385156010713,1.264770312021426
double:free,double,free,shuffled,36,double:free:w036,19,2,3,0.1992765107022194,0.3985530214044388
double:free,double,free,shuffled,36,double:free:w036,20,2,4,0.1056801945282757,0.2113603890565514
double:free,double,free,shuffled,36,double:free:w036,21,2,5,0.31470379074812627,0.6294075814962525
double:free,double,free,shuffled,36,double:free:w036,22,2,6,0.8487166970558064,1.6974333941116129
double:free,double,free,shuffled,36,double:free:w036,23,2,7,0.8506361591491896,1.701272318298379
double:free,double,free,shuffled,36,double:free:w036,24,3,0,0.31052668630340463,0.6210533726068093
double:free,double,free,shuffled,36,double:free:w036,25,3,1,0.7469754816337968,1.4939509632675936
double:free,double,free,shuffled,36,double:free:w036,26,3,2,0.10184071274085227,0.20368142548170454
double:free,double,free,shuffled,36,double:free:w036,27,3,3,0.31775026669990325,0.6355005333998065
double:free,double,free,shuffled,36,double:free:w036,28,3,4,0.9890877742613782,1.9781755485227563
double:free,double,free,shuffled,36,double:free:w036,29,3,5,0.5007104538071303,1.0014209076142606
double:free,double,free,shuffled,36,double:free:w036,30,3,6,0.48156812129394666,0.9631362425878933
double:free,double,free,shuffled,36,double:free:w036,31,3,7,0.5009850956039088,1.0019701912078176
double:free,double,free,reversed,36,double:free:w036,0,0,0,0.632385156010713,1.264770312021426
double:free,double,free,reversed,36,double:free:w036,1,0,1,0.48156812129394666,0.9631362425878933
double:free,double,free,reversed,36,double:free:w036,2,0,2,0.3050692593906774,0.6101385187813548
double:free,double,free,reversed,36,double:free:w036,3,0,3,0.1992765107022194,0.3985530214044388
double:free,double,free,reversed,36,double:free:w036,4,0,4,0.10184071274085227,0.20368142548170454
double:free,double,free,reversed,36,double:free:w036,5,0,5,0.9849590944897955,1.969918188979591
double:free,double,free,reversed,36,double:free:w036,6,0,6,0.8487166970558064,1.6974333941116129
double:free,double,free,reversed,36,double:free:w036,7,0,7,0.7469754816337968,1.4939509632675936
double:free,double,free,reversed,36,double:free:w036,8,1,0,0.6359350620575128,1.2718701241150256
double:free,double,free,reversed,36,double:free:w036,9,1,1,0.5007104538071303,1.0014209076142606
double:free,double,free,reversed,36,double:free:w036,10,1,2,0.31052668630340463,0.6210533726068093
double:free,double,free,reversed,36,double:free:w036,11,1,3,0.20513879703332805,0.4102775940666561
double:free,double,free,reversed,36,double:free:w036,12,1,4,0.10410572045682898,0.20821144091365795
double:free,double,free,reversed,36,double:free:w036,13,1,5,0.9879619983794896,1.9759239967589792
double:free,double,free,reversed,36,double:free:w036,14,1,6,0.8506361591491896,1.701272318298379
double:free,double,free,reversed,36,double:free:w036,15,1,7,0.7488831247518419,1.4977662495036839
double:free,double,free,reversed,36,double:free:w036,16,2,0,0.6386065944988673,1.2772131889977345
double:free,double,free,reversed,36,double:free:w036,17,2,1,0.48152264800165767,0.9630452960033153
double:free,double,free,reversed,36,double:free:w036,18,2,2,0.31470379074812627,0.6294075814962525
double:free,double,free,reversed,36,double:free:w036,19,2,3,0.20850827532862581,0.41701655065725163
double:free,double,free,reversed,36,double:free:w036,20,2,4,0.1056801945282757,0.2113603890565514
double:free,double,free,reversed,36,double:free:w036,21,2,5,0.9890877742613782,1.9781755485227563
double:free,double,free,reversed,36,double:free:w036,22,2,6,0.8532288887263348,1.7064577774526697
double:free,double,free,reversed,36,double:free:w036,23,2,7,0.7505392842748222,1.5010785685496444
double:free,double,free,reversed,36,double:free:w036,24,3,0,0.6393524767347287,1.2787049534694575
double:free,double,free,reversed,36,double:free:w036,25,3,1,0.5009850956039088,1.0019701912078176
double:free,double,free,reversed,36,double:free:w036,26,3,2,0.31775026669990325,0.6355005333998065
double:free,double,free,reversed,36,double:free:w036,27,3,3,0.21273340623858417,0.42546681247716833
double:free,double,free,reversed,36,double:free:w036,28,3,4,0.10815626257860345,0.2163125251572069
double:free,double,free,reversed,36,double:free:w036,29,3,5,0.988657584133307,1.977315168266614
double:free,double,free,reversed,36,double:free:w036,30,3,6,0.8562033275780152,1.7124066551560304
double:free,double,free,reversed,36,double:free:w036,31,3,7,0.7519353491446452,1.5038706982892904
double:free,double,free,broken_lineage,36,double:free:w036,0,0,0,0.8649759138518789,1.7299518277037578
double:free,double,free,broken_lineage,36,double:free:w036,1,0,1,0.9228244413708495,1.845648882741699
double:free,double,free,broken_lineage,36,double:free:w036,2,0,2,0.9844668303042781,1.9689336606085561
double:free,double,free,broken_lineage,36,double:free:w036,3,0,3,0.020690356345838268,0.041380712691676536
double:free,double,free,broken_lineage,36,double:free:w036,4,0,4,0.058195180217005316,0.11639036043401063
double:free,double,free,broken_lineage,36,double:free:w036,5,0,5,0.11328453388737358,0.22656906777474717
double:free,double,free,broken_lineage,36,double:free:w036,6,0,6,0.21720601034444798,0.43441202068889595
double:free,double,free,broken_lineage,36,double:free:w036,7,0,7,0.28267258237050186,0.5653451647410037
double:free,double,free,broken_lineage,36,double:free:w036,8,1,0,0.34324481999449574,0.6864896399889915
double:free,double,free,broken_lineage,36,double:free:w036,9,1,1,0.4052501498669443,0.8105002997338886
double:free,double,free,broken_lineage,36,double:free:w036,10,1,2,0.46983841696812334,0.9396768339362467
double:free,double,free,broken_lineage,36,double:free:w036,11,1,3,0.5052071434330898,1.0104142868661796
double:free,double,free,broken_lineage,36,double:free:w036,12,1,4,0.5382350062670795,1.076470012534159
double:free,double,free,broken_lineage,36,double:free:w036,13,1,5,0.582221919924315,1.16444383984863
double:free,double,free,broken_lineage,36,double:free:w036,14,1,6,0.6831741713967077,1.3663483427934153
double:free,double,free,broken_lineage,36,double:free:w036,15,1,7,0.755448039365028,1.510896078730056
double:free,double,free,broken_lineage,36,double:free:w036,16,2,0,0.813676185117103,1.627352370234206
double:free,double,free,broken_lineage,36,double:free:w036,17,2,1,0.8781504642185141,1.7563009284370281
double:free,double,free,broken_lineage,36,double:free:w036,18,2,2,0.9537976789125935,1.907595357825187
double:free,double,free,broken_lineage,36,double:free:w036,19,2,3,0.9898958748167459,1.9797917496334918
double:free,double,free,broken_lineage,36,double:free:w036,20,2,4,0.015930297501085988,0.031860595002171976
double:free,double,free,broken_lineage,36,double:free:w036,21,2,5,0.05012774774701256,0.10025549549402513
double:free,double,free,broken_lineage,36,double:free:w036,22,2,6,0.1462970488591111,0.2925940977182222
double:free,double,free,broken_lineage,36,double:free:w036,23,2,7,0.21806941012258108,0.43613882024516215
double:free,double,free,broken_lineage,36,double:free:w036,24,3,0,0.2750738668822663,0.5501477337645326
double:free,double,free,broken_lineage,36,double:free:w036,25,3,1,0.33550091698447204,0.6710018339689441
double:free,double,free,broken_lineage,36,double:free:w036,26,3,2,0.4298809640269923,0.8597619280539845
double:free,double,free,broken_lineage,36,double:free:w036,27,3,3,0.4719586383280898,0.9439172766561796
double:free,double,free,broken_lineage,36,double:free:w036,28,3,4,0.49576731646843086,0.9915346329368617
double:free,double,free,broken_lineage,36,double:free:w036,29,3,5,0.5221614127478063,1.0443228254956125
double:free,double,free,broken_lineage,36,double:free:w036,30,3,6,0.5933001275304406,1.1866002550608812
double:free,double,free,broken_lineage,36,double:free:w036,31,3,7,0.6677302957233877,1.3354605914467754
double:free,double,free,chronological,37,double:free:w037,0,0,0,0.743523474441588,1.487046948883176
double:free,double,free,chronological,37,double:free:w037,1,0,1,0.842231349299368,1.684462698598736
double:free,double,free,chronological,37,double:free:w037,2,0,2,0.9827162153391384,1.9654324306782769
double:free,double,free,chronological,37,double:free:w037,3,0,3,0.09930561905059676,0.19861123810119352
double:free,double,free,chronological,37,double:free:w037,4,0,4,0.19277285312730896,0.3855457062546179
double:free,double,free,chronological,37,double:free:w037,5,0,5,0.29924334951712694,0.5984866990342539
double:free,double,free,chronological,37,double:free:w037,6,0,6,0.4777768256832644,0.9555536513665288
double:free,double,free,chronological,37,double:free:w037,7,0,7,0.6296137884454538,1.2592275768909076
double:free,double,free,chronological,37,double:free:w037,8,1,0,0.7387957590142378,1.4775915180284755
double:free,double,free,chronological,37,double:free:w037,9,1,1,0.8349803337941353,1.6699606675882706
double:free,double,free,chronological,37,double:free:w037,10,1,2,0.9818470037730549,1.9636940075461098
double:free,double,free,chronological,37,double:free:w037,11,1,3,0.09631443860359923,0.19262887720719846
double:free,double,free,chronological,37,double:free:w037,12,1,4,0.18197060125933717,0.36394120251867434
double:free,double,free,chronological,37,double:free:w037,13,1,5,0.28751276598700315,0.5750255319740063
double:free,double,free,chronological,37,double:free:w037,14,1,6,0.4798112584753085,0.959622516950617
double:free,double,free,chronological,37,double:free:w037,15,1,7,0.6298174826139586,1.2596349652279173
double:free,double,free,chronological,37,double:free:w037,16,2,0,0.735129315961899,1.470258631923798
double:free,double,free,chronological,37,double:free:w037,17,2,1,0.8308909210577156,1.6617818421154311
double:free,double,free,chronological,37,double:free:w037,18,2,2,0.9776809648471385,1.955361929694277
double:free,double,free,chronological,37,double:free:w037,19,2,3,0.09146702707741383,0.18293405415482766
double:free,double,free,chronological,37,double:free:w037,20,2,4,0.16457426471379222,0.32914852942758444
double:free,double,free,chronological,37,double:free:w037,21,2,5,0.27221845100891073,0.5444369020178215
double:free,double,free,chronological,37,double:free:w037,22,2,6,0.4731425435430765,0.946285087086153
double:free,double,free,chronological,37,double:free:w037,23,2,7,0.6345227696952236,1.2690455393904472
double:free,double,free,chronological,37,double:free:w037,24,3,0,0.7327651985616512,1.4655303971233025
double:free,double,free,chronological,37,double:free:w037,25,3,1,0.8259376302885073,1.6518752605770146
double:free,double,free,chronological,37,double:free:w037,26,3,2,0.9783859251490696,1.9567718502981393
double:free,double,free,chronological,37,double:free:w037,27,3,3,0.09265719631264346,0.18531439262528693
double:free,double,free,chronological,37,double:free:w037,28,3,4,0.148189172426072,0.296378344852144
double:free,double,free,chronological,37,double:free:w037,29,3,5,0.2594049360603776,0.5188098721207552
double:free,double,free,chronological,37,double:free:w037,30,3,6,0.44459989352097296,0.8891997870419459
double:free,double,free,chronological,37,double:free:w037,31,3,7,0.6475953145969982,1.2951906291939963
double:free,double,free,shuffled,37,double:free:w037,0,0,0,0.4731425435430765,0.946285087086153
double:free,double,free,shuffled,37,double:free:w037,1,0,1,0.18197060125933717,0.36394120251867434
double:free,double,free,shuffled,37,double:free:w037,2,0,2,0.8308909210577156,1.6617818421154311
double:free,double,free,shuffled,37,double:free:w037,3,0,3,0.8259376302885073,1.6518752605770146
double:free,double,free,shuffled,37,double:free:w037,4,0,4,0.7387957590142378,1.4775915180284755
double:free,double,free,shuffled,37,double:free:w037,5,0,5,0.6475953145969982,1.2951906291939963
double:free,double,free,shuffled,37,double:free:w037,6,0,6,0.9783859251490696,1.9567718502981393
double:free,double,free,shuffled,37,double:free:w037,7,0,7,0.29924334951712694,0.5984866990342539
double:free,double,free,shuffled,37,double:free:w037,8,1,0,0.148189172426072,0.296378344852144
double:free,double,free,shuffled,37,double:free:w037,9,1,1,0.16457426471379222,0.32914852942758444
double:free,double,free,shuffled,37,double:free:w037,10,1,2,0.735129315961899,1.470258631923798
double:free,double,free,shuffled,37,double:free:w037,11,1,3,0.27221845100891073,0.5444369020178215
double:free,double,free,shuffled,37,double:free:w037,12,1,4,0.19277285312730896,0.3855457062546179
double:free,double,free,shuffled,37,double:free:w037,13,1,5,0.09631443860359923,0.19262887720719846
double:free,double,free,shuffled,37,double:free:w037,14,1,6,0.6296137884454538,1.2592275768909076
double:free,double,free,shuffled,37,double:free:w037,15,1,7,0.9818470037730549,1.9636940075461098
double:free,double,free,shuffled,37,double:free:w037,16,2,0,0.842231349299368,1.684462698598736
double:free,double,free,shuffled,37,double:free:w037,17,2,1,0.9827162153391384,1.9654324306782769
double:free,double,free,shuffled,37,double:free:w037,18,2,2,0.743523474441588,1.487046948883176
double:free,double,free,shuffled,37,double:free:w037,19,2,3,0.09146702707741383,0.18293405415482766
double:free,double,free,shuffled,37,double:free:w037,20,2,4,0.09930561905059676,0.19861123810119352
double:free,double,free,shuffled,37,double:free:w037,21,2,5,0.2594049360603776,0.5188098721207552
double:free,double,free,shuffled,37,double:free:w037,22,2,6,0.28751276598700315,0.5750255319740063
double:free,double,free,shuffled,37,double:free:w037,23,2,7,0.4777768256832644,0.9555536513665288
double:free,double,free,shuffled,37,double:free:w037,24,3,0,0.4798112584753085,0.959622516950617
double:free,double,free,shuffled,37,double:free:w037,25,3,1,0.09265719631264346,0.18531439262528693
double:free,double,free,shuffled,37,double:free:w037,26,3,2,0.7327651985616512,1.4655303971233025
double:free,double,free,shuffled,37,double:free:w037,27,3,3,0.6298174826139586,1.2596349652279173
double:free,double,free,shuffled,37,double:free:w037,28,3,4,0.9776809648471385,1.955361929694277
double:free,double,free,shuffled,37,double:free:w037,29,3,5,0.6345227696952236,1.2690455393904472
double:free,double,free,shuffled,37,double:free:w037,30,3,6,0.8349803337941353,1.6699606675882706
double:free,double,free,shuffled,37,double:free:w037,31,3,7,0.44459989352097296,0.8891997870419459
double:free,double,free,reversed,37,double:free:w037,0,0,0,0.6475953145969982,1.2951906291939963
double:free,double,free,reversed,37,double:free:w037,1,0,1,0.44459989352097296,0.8891997870419459
double:free,double,free,reversed,37,double:free:w037,2,0,2,0.2594049360603776,0.5188098721207552
double:free,double,free,reversed,37,double:free:w037,3,0,3,0.148189172426072,0.296378344852144
double:free,double,free,reversed,37,double:free:w037,4,0,4,0.09265719631264346,0.18531439262528693
double:free,double,free,reversed,37,double:free:w037,5,0,5,0.9783859251490696,1.9567718502981393
double:free,double,free,reversed,37,double:free:w037,6,0,6,0.8259376302885073,1.6518752605770146
double:free,double,free,reversed,37,double:free:w037,7,0,7,0.7327651985616512,1.4655303971233025
double:free,double,free,reversed,37,double:free:w037,8,1,0,0.6345227696952236,1.2690455393904472
double:free,double,free,reversed,37,double:free:w037,9,1,1,0.4731425435430765,0.946285087086153
double:free,double,free,reversed,37,double:free:w037,10,1,2,0.27221845100891073,0.5444369020178215
double:free,double,free,reversed,37,double:free:w037,11,1,3,0.16457426471379222,0.32914852942758444
