domain,split,lineage,raw_states,candidate_q,amplitude_floor,valid_q,boundary_q,full_contracting_reverse,full_expanding_reverse,full_expanding_forward,full_contracting_forward
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:314:4321,3,2,0.9587762154784966,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:314:4321,3,2,0.9587762154784966,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:318:4322,4,3,0.9712538897467252,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:318:4322,3,2,0.9712538897467252,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:318:4322,4,3,0.9712538897467252,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:325:4323,3,2,0.9922268690332157,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:325:4323,2,1,0.9922268690332157,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:325:4323,3,2,0.9922268690332157,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:330:4324,12,11,0.8776408958354345,9,0,3,0,0,6
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:330:4324,9,8,0.8776408958354345,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:330:4324,10,9,0.8776408958354345,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:332:4325,5,4,0.9763206505173805,2,0,1,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:332:4325,4,3,0.9763206505173805,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:332:4325,5,4,0.9763206505173805,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:338:4326,5,4,0.959659589839347,2,0,1,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:338:4326,4,3,0.959659589839347,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:338:4326,4,3,0.959659589839347,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:339:4327,11,10,0.8752482579265002,8,0,3,0,0,5
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:339:4327,9,8,0.8752482579265002,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:339:4327,9,8,0.8752482579265002,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:340:4328,4,3,0.9746810529394291,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:340:4328,3,2,0.9746810529394291,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:340:4328,4,3,0.9746810529394291,3,0,2,0,0,1
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:347:4329,3,2,0.9990241064490356,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:347:4329,2,1,0.9990241064490356,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:347:4329,3,2,0.9990241064490356,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:348:4330,15,14,0.9006575396532792,12,0,3,2,1,6
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:348:4330,12,11,0.9006575396532792,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:348:4330,12,11,0.9006575396532792,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:355:4331,4,3,0.9920450668355023,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:355:4331,3,2,0.9920450668355023,2,0,1,0,0,1
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:355:4331,4,3,0.9920450668355023,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:363:4332,8,7,0.9212005784687932,5,0,0,1,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:363:4332,7,6,0.9212005784687932,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:363:4332,7,6,0.9212005784687932,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:364:4333,3,2,0.9990542117751772,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:364:4333,2,1,0.9990542117751772,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:364:4333,3,2,0.9990542117751772,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:368:4334,12,11,0.8458517016832678,9,0,4,0,0,5
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:368:4334,9,8,0.8458517016832678,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:368:4334,10,9,0.8458517016832678,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:370:4335,4,3,0.9956863005680489,1,0,0,1,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:370:4335,3,2,0.9956863005680489,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:370:4335,3,2,0.9956863005680489,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:373:4336,4,3,0.9741104214703347,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:373:4336,3,2,0.9741104214703347,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:373:4336,4,3,0.9741104214703347,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:374:4337,13,12,0.8949842111877433,10,0,3,1,0,6
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:374:4337,10,9,0.8949842111877433,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:374:4337,10,9,0.8949842111877433,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:376:4338,12,11,0.9259359150817535,9,0,3,1,0,5
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:376:4338,10,9,0.9259359150817535,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:376:4338,10,9,0.9259359150817535,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:377:4339,3,2,0.99903775995215,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:377:4339,3,2,0.99903775995215,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:377:4339,3,2,0.99903775995215,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:379:4340,5,4,0.9655365289143136,2,0,0,0,0,2
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:379:4340,4,3,0.9655365289143136,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:379:4340,4,3,0.9655365289143136,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:386:4341,4,3,0.988002344590467,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:386:4341,3,2,0.988002344590467,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:386:4341,4,3,0.988002344590467,2,0,0,1,0,1
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:387:4342,5,4,0.9257270553479697,2,0,0,0,1,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:387:4342,4,3,0.9257270553479697,1,0,0,1,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:387:4342,4,3,0.9257270553479697,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:392:4343,6,5,0.9854087216501319,2,0,1,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:392:4343,5,4,0.9854087216501319,2,0,1,1,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:392:4343,5,4,0.9854087216501319,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:397:4344,3,2,0.9912039453881749,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:397:4344,3,2,0.9912039453881749,1,0,0,1,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:397:4344,3,2,0.9912039453881749,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:398:4345,5,4,0.9687162940259383,2,0,0,1,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:398:4345,4,3,0.9687162940259383,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:398:4345,5,4,0.9687162940259383,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:400:4346,3,2,0.9989610886592496,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:400:4346,2,1,0.9989610886592496,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:400:4346,3,2,0.9989610886592496,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:401:4347,6,5,0.9459662156950924,2,0,0,1,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:401:4347,5,4,0.9459662156950924,4,0,1,2,0,1
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:401:4347,6,5,0.9459662156950924,5,0,1,1,1,2
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:403:4348,10,9,0.8800257975407733,6,0,1,2,0,3
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:403:4348,7,6,0.8800257975407733,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:403:4348,8,7,0.8800257975407733,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:414:4349,3,2,0.9708982926065655,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:414:4349,2,1,0.9708982926065655,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:414:4349,3,2,0.9708982926065655,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:415:4350,8,7,0.9417521651518292,5,0,3,0,0,2
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:415:4350,7,6,0.9417521651518292,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:415:4350,7,6,0.9417521651518292,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:422:4351,7,6,0.9452301655500415,4,0,1,1,0,2
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:422:4351,6,5,0.9452301655500415,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:422:4351,6,5,0.9452301655500415,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:425:4352,14,13,0.9349980261977524,10,0,2,3,0,5
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:425:4352,11,10,0.9349980261977524,3,0,1,0,0,2
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:425:4352,12,11,0.9349980261977524,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:428:4353,3,2,0.9896222214382496,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:428:4353,3,2,0.9896222214382496,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:428:4353,3,2,0.9896222214382496,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:430:4354,4,3,0.9706079599819151,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:430:4354,3,2,0.9706079599819151,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:430:4354,4,3,0.9706079599819151,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:434:4355,3,2,0.9940702255733789,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:434:4355,2,1,0.9940702255733789,1,0,0,0,1,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:434:4355,3,2,0.9940702255733789,1,0,0,0,0,1
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:438:4356,8,7,0.9038023797424787,5,1,2,0,0,2
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:438:4356,7,6,0.9038023797424787,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:438:4356,7,6,0.9038023797424787,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:439:4357,3,2,0.9803359063765541,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:439:4357,2,1,0.9803359063765541,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:439:4357,3,2,0.9803359063765541,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:444:4358,6,5,0.9260212248336435,3,0,2,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:444:4358,5,4,0.9260212248336435,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:444:4358,5,4,0.9260212248336435,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:452:4359,3,2,0.9931885999276899,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:452:4359,2,1,0.9931885999276899,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:452:4359,3,2,0.9931885999276899,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:456:4360,11,10,0.9111851598510569,8,0,3,0,0,5
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:456:4360,8,7,0.9111851598510569,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:456:4360,9,8,0.9111851598510569,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:457:4361,6,5,0.9609512427792548,3,0,0,0,0,3
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:457:4361,5,4,0.9609512427792548,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:457:4361,5,4,0.9609512427792548,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:463:4362,13,12,0.8923002806907854,10,0,4,0,0,6
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:463:4362,10,9,0.8923002806907854,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:463:4362,10,9,0.8923002806907854,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:466:4363,3,2,0.9935422657464206,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:466:4363,2,1,0.9935422657464206,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:466:4363,3,2,0.9935422657464206,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:467:4364,7,6,0.8845762328748695,4,0,3,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:467:4364,5,4,0.8845762328748695,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:467:4364,6,5,0.8845762328748695,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:471:4365,15,14,0.858905607007514,12,0,7,1,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:471:4365,12,11,0.858905607007514,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:471:4365,12,11,0.858905607007514,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:475:4366,6,5,0.9602731396819487,3,0,1,0,0,2
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:475:4366,4,3,0.9602731396819487,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:475:4366,5,4,0.9602731396819487,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:481:4367,10,9,0.8778985555563502,7,0,3,0,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:481:4367,8,7,0.8778985555563502,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:481:4367,8,7,0.8778985555563502,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:483:4368,4,3,0.9938357628513951,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:483:4368,3,2,0.9938357628513951,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:483:4368,3,2,0.9938357628513951,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:485:4369,3,2,0.9911799658796313,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:485:4369,2,1,0.9911799658796313,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:485:4369,3,2,0.9911799658796313,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:489:4370,5,4,0.9542375727453812,2,0,1,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:489:4370,4,3,0.9542375727453812,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:489:4370,5,4,0.9542375727453812,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:492:4371,4,3,0.9828300846389524,1,0,1,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:492:4371,3,2,0.9828300846389524,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:492:4371,4,3,0.9828300846389524,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:493:4372,11,10,0.8318094591363404,8,0,4,0,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:493:4372,8,7,0.8318094591363404,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:493:4372,9,8,0.8318094591363404,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:495:4373,3,2,0.9872438883819962,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:495:4373,2,1,0.9872438883819962,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:495:4373,3,2,0.9872438883819962,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:496:4374,3,2,0.9980496361376101,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:496:4374,3,2,0.9980496361376101,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:496:4374,3,2,0.9980496361376101,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:504:4375,5,4,0.9928517813910613,1,0,0,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:504:4375,4,3,0.9928517813910613,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:504:4375,4,3,0.9928517813910613,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:505:4376,3,2,0.9869455985287655,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:505:4376,2,1,0.9869455985287655,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:505:4376,3,2,0.9869455985287655,1,0,0,1,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:509:4377,10,9,0.8902248578146589,7,0,2,1,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:509:4377,8,7,0.8902248578146589,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:509:4377,8,7,0.8902248578146589,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:511:4378,3,2,0.9977995833161637,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:511:4378,2,1,0.9977995833161637,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:511:4378,3,2,0.9977995833161637,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:512:4379,5,4,0.9768940017318672,1,0,0,1,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:512:4379,4,3,0.9768940017318672,1,0,1,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:512:4379,5,4,0.9768940017318672,1,0,0,0,0,1
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:513:4380,10,9,0.855804336849933,7,0,3,0,0,4
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:513:4380,7,6,0.855804336849933,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:513:4380,8,7,0.855804336849933,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:519:4381,4,3,0.9928061371102844,0,0,0,0,0,0
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:519:4381,3,2,0.9928061371102844,2,0,0,1,0,1
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:519:4381,3,2,0.9928061371102844,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:520:4382,4,3,0.9685652394230043,1,0,0,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:520:4382,4,3,0.9685652394230043,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:520:4382,4,3,0.9685652394230043,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:524:4383,7,6,0.9774271869131957,3,0,2,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:524:4383,6,5,0.9774271869131957,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:524:4383,6,5,0.9774271869131957,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:527:4384,4,3,0.9750689115606058,1,0,0,0,0,1
bubbles,evaluation,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:527:4384,3,2,0.9750689115606058,0,0,0,0,0,0
bubbles,holdout,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:527:4384,3,2,0.9750689115606058,0,0,0,0,0,0
bubbles,calibration,V10_Amp0.25_umf1.5:V10_20240418_113842_20240418_113953:529:4385,4,3,0.9687020713158404,1,0,1,0,0,0
