anchor,event_index,gate,old_candidate,old_delta,new_candidate,new_delta,candidate_shift,lower_child_after_gate,lower_delta_after_gate,upper_child_after_gate,gates_crossed_this_event,silent_gates_before_event,processed_nonbase_gate_count,cohort
4000772225,4,52879,4000772261,36,4000772267,42,6,4000772219,6,4000772267,3154,3153,5393,sample
4000774997,1,13,4000774999,2,4000775003,6,4,4000774997,0,4000775003,4,3,4,sample
4000774997,2,199,4000775003,6,4000775017,20,14,4000774993,4,4000775017,40,39,44,sample
4000774997,3,347,4000775017,20,4000775021,24,4,4000774993,4,4000775021,23,22,67,sample
4000774997,4,797,4000775021,24,4000775027,30,6,4000774993,4,4000775027,70,69,137,sample
4000775024,1,3,4000775025,1,4000775027,3,2,4000775021,3,4000775027,1,0,1,sample
4000775238,1,131,4000775239,1,4000775249,11,10,4000775231,7,4000775249,30,29,30,sample
4000775818,1,11959,4000775819,1,4000775827,9,8,4000775813,5,4000775827,1432,1431,1432,sample
4000776472,1,7411,4000776473,1,4000776487,15,14,4000776467,5,4000776487,938,937,938,sample
4000777438,1,379,4000777439,1,4000777441,3,2,4000777423,15,4000777441,73,72,73,sample
4000777438,2,7457,4000777441,3,4000777453,15,12,4000777423,15,4000777453,869,868,942,sample
4000778263,1,3,4000778265,2,4000778267,4,2,4000778263,0,4000778267,1,0,1,sample
4000778263,2,4507,4000778267,4,4000778273,10,6,4000778261,2,4000778273,608,607,609,sample
4000778545,1,3,4000778547,2,4000778549,4,2,4000778545,0,4000778549,1,0,1,sample
4000778545,2,29,4000778549,4,4000778557,12,8,4000778543,2,4000778557,7,6,8,sample
4000778545,3,45659,4000778557,12,4000778591,46,34,4000778543,2,4000778591,4721,4720,4729,sample
4000778698,1,83,4000778699,1,4000778701,3,2,4000778693,5,4000778701,21,20,21,sample
4000778698,2,179,4000778701,3,4000778707,9,6,4000778693,5,4000778707,18,17,39,sample
4000778698,3,24971,4000778707,9,4000778711,13,4,4000778693,5,4000778711,2718,2717,2757,sample
4000778982,1,199,4000778983,1,4000778987,5,4,4000778981,1,4000778987,44,43,44,sample
4000778982,2,6863,4000778987,5,4000778989,7,2,4000778941,41,4000778989,837,836,881,sample
4000780400,1,3,4000780401,1,4000780403,3,2,4000780397,3,4000780403,1,0,1,sample
4000780400,2,73,4000780403,3,4000780409,9,6,4000780397,3,4000780409,18,17,19,sample
4000780574,1,3,4000780575,1,4000780577,3,2,4000780573,1,4000780577,1,0,1,sample
4000780574,2,47,4000780577,3,4000780583,9,6,4000780573,1,4000780583,12,11,13,sample
4000780649,1,3,4000780653,4,4000780655,6,2,4000780649,0,4000780655,1,0,1,sample
4000780649,2,5,4000780655,6,4000780657,8,2,4000780649,0,4000780657,1,0,2,sample
4000780649,3,19,4000780657,8,4000780661,12,4,4000780649,0,4000780661,4,3,6,sample
4000780649,4,37423,4000780661,12,4000780669,20,8,4000780649,0,4000780669,3954,3953,3960,sample
4000781164,1,5,4000781165,1,4000781167,3,2,4000781161,3,4000781167,2,1,2,sample
4000781164,2,31,4000781167,3,4000781171,7,4,4000781153,11,4000781171,7,6,9,sample
4000781164,3,15073,4000781171,7,4000781179,15,8,4000781153,11,4000781179,1749,1748,1758,sample
4000783997,1,181,4000783999,2,4000784009,12,10,4000783993,4,4000784009,40,39,40,sample
4000784219,1,3,4000784223,4,4000784225,6,2,4000784219,0,4000784225,1,0,1,sample
4000784219,2,5,4000784225,6,4000784227,8,2,4000784219,0,4000784227,1,0,2,sample
4000784219,3,11,4000784227,8,4000784231,12,4,4000784219,0,4000784231,1,0,3,sample
4000784219,4,1097,4000784231,12,4000784239,20,8,4000784219,0,4000784239,179,178,182,sample
4000784219,5,54773,4000784239,20,4000784269,50,30,4000784213,6,4000784269,5388,5387,5570,sample
4000785123,1,5,4000785125,2,4000785127,4,2,4000785121,2,4000785127,2,1,2,sample
4000785683,1,5,4000785685,2,4000785689,6,4,4000785683,0,4000785689,2,1,2,sample
4000785683,2,223,4000785689,6,4000785697,14,8,4000785667,16,4000785697,44,43,46,sample
4000785846,1,11353,4000785847,1,4000785851,5,4,4000785829,17,4000785851,1370,1369,1370,sample
4000787157,1,1297,4000787159,2,4000787173,16,14,4000787149,8,4000787173,209,208,209,sample
4000787157,2,15199,4000787173,16,4000787179,22,6,4000787149,8,4000787179,1564,1563,1773,sample
4000787157,3,26863,4000787179,22,4000787201,44,22,4000787149,8,4000787201,1172,1171,2945,sample
4000787157,4,46199,4000787201,44,4000787207,50,6,4000787149,8,4000787207,1833,1832,4778,sample
4000787210,1,3,4000787211,1,4000787213,3,2,4000787209,1,4000787213,1,0,1,sample
4000787210,2,97,4000787213,3,4000787221,11,8,4000787207,3,4000787221,22,21,23,sample
4000787210,3,6367,4000787221,11,4000787267,57,46,4000787207,3,4000787267,805,804,828,sample
4000787237,1,431,4000787239,2,4000787267,30,28,4000787221,16,4000787267,81,80,81,sample
4000787257,1,113,4000787261,4,4000787267,10,6,4000787239,18,4000787267,28,27,28,sample
4000787315,1,19583,4000787317,2,4000787321,6,4,4000787311,4,4000787321,2220,2219,2220,sample
4000787315,2,55061,4000787321,6,4000787353,38,32,4000787311,4,4000787353,3375,3374,5595,sample
4000787648,1,3,4000787649,1,4000787653,5,4,4000787647,1,4000787653,1,0,1,sample
4000787789,1,3,4000787793,4,4000787795,6,2,4000787789,0,4000787795,1,0,1,sample
4000787789,2,5,4000787795,6,4000787797,8,2,4000787789,0,4000787797,1,0,2,sample
4000787789,3,761,4000787797,8,4000787807,18,10,4000787789,0,4000787807,131,130,133,sample
4000787789,4,9421,4000787807,18,4000787809,20,2,4000787789,0,4000787809,1031,1030,1164,sample
4000788673,1,3,4000788675,2,4000788677,4,2,4000788671,2,4000788677,1,0,1,sample
4000788673,2,457,4000788677,4,4000788679,6,2,4000788667,6,4000788679,85,84,86,sample
4000788773,1,5,4000788775,2,4000788779,6,4,4000788773,0,4000788779,2,1,2,sample
4000788773,2,13,4000788779,6,4000788787,14,8,4000788773,0,4000788787,2,1,4,sample
4000788773,3,89,4000788787,14,4000788791,18,4,4000788773,0,4000788791,18,17,22,sample
4000788773,4,907,4000788791,18,4000788817,44,26,4000788769,4,4000788817,131,130,153,sample
4000790487,1,17,4000790489,2,4000790491,4,2,4000790483,4,4000790491,5,4,5,sample
4000791143,1,5,4000791145,2,4000791149,6,4,4000791143,0,4000791149,2,1,2,sample
4000791143,2,31,4000791149,6,4000791161,18,12,4000791139,4,4000791161,7,6,9,sample
4000791143,3,32309,4000791161,18,4000791181,38,20,4000791133,10,4000791181,3454,3453,3463,sample
4000792648,1,37657,4000792651,3,4000792657,9,6,4000792619,29,4000792657,3987,3986,3987,sample
4000792648,2,57601,4000792657,9,4000792681,33,24,4000792619,29,4000792681,1847,1846,5834,sample
4000792648,3,59981,4000792681,33,4000792711,63,30,4000792619,29,4000792711,220,219,6054,sample
4000792806,1,11,4000792807,1,4000792811,5,4,4000792801,5,4000792811,3,2,3,sample
4000793136,1,11,4000793137,1,4000793141,5,4,4000793131,5,4000793141,3,2,3,sample
4000793136,2,17,4000793141,5,4000793143,7,2,4000793131,5,4000793143,2,1,5,sample
4000793136,3,43,4000793143,7,4000793149,13,6,4000793131,5,4000793149,7,6,12,sample
4000794844,1,5,4000794845,1,4000794851,7,6,4000794841,3,4000794851,2,1,2,sample
4000794844,2,193,4000794851,7,4000794871,27,20,4000794829,15,4000794871,40,39,42,sample
4000797213,1,5,4000797215,2,4000797217,4,2,4000797211,2,4000797217,2,1,2,sample
4000797595,1,3,4000797597,2,4000797599,4,2,4000797595,0,4000797599,1,0,1,sample
4000797595,2,67,4000797599,4,4000797601,6,2,4000797587,8,4000797601,16,15,17,sample
4000797595,3,12739,4000797601,6,4000797607,12,6,4000797587,8,4000797607,1501,1500,1518,sample
4000797610,1,59,4000797611,1,4000797613,3,2,4000797607,3,4000797613,15,14,15,sample
4000797610,2,313,4000797613,3,4000797617,7,4,4000797607,3,4000797617,48,47,63,sample
4000797610,3,419,4000797617,7,4000797637,27,20,4000797607,3,4000797637,16,15,79,sample
4000797610,4,1033,4000797637,27,4000797641,31,4,4000797607,3,4000797641,93,92,172,sample
4000798064,1,3,4000798065,1,4000798069,5,4,4000798063,1,4000798069,1,0,1,sample
4000798064,2,73,4000798069,5,4000798073,9,4,4000798063,1,4000798073,18,17,19,sample
4000798064,3,5021,4000798073,9,4000798091,27,18,4000798063,1,4000798091,652,651,671,sample
4000798207,1,3,4000798209,2,4000798211,4,2,4000798205,2,4000798211,1,0,1,sample
4000798207,2,29,4000798211,4,4000798223,16,12,4000798201,6,4000798223,7,6,8,sample
4000798207,3,5351,4000798223,16,4000798229,22,6,4000798189,18,4000798229,698,697,706,sample
4000800150,1,19,4000800151,1,4000800157,7,6,4000800149,1,4000800157,6,5,6,sample
4000800955,1,3,4000800957,2,4000800959,4,2,4000800955,0,4000800959,1,0,1,sample
4000801448,1,3,4000801449,1,4000801451,3,2,4000801447,1,4000801451,1,0,1,sample
4000802718,1,2063,4000802719,1,4000802737,19,18,4000802713,5,4000802737,309,308,309,sample
4000803906,1,109,4000803907,1,4000803923,17,16,4000803901,5,4000803923,27,26,27,sample
4000803906,2,9721,4000803923,17,4000803929,23,6,4000803901,5,4000803929,1170,1169,1197,sample
4000804767,1,13,4000804769,2,4000804771,4,2,4000804763,4,4000804771,4,3,4,sample
4000804767,2,21187,4000804771,4,4000804813,46,42,4000804763,4,4000804813,2376,2375,2380,sample
4000805206,1,443,4000805209,3,4000805239,33,30,4000805203,3,4000805239,84,83,84,sample
4000805206,2,46447,4000805239,33,4000805261,55,22,4000805203,3,4000805261,4714,4713,4798,sample
4000805471,1,3,4000805475,4,4000805477,6,2,4000805471,0,4000805477,1,0,1,sample
4000805569,1,241,4000805573,4,4000805579,10,6,4000805569,0,4000805579,51,50,51,sample
4000805890,1,17,4000805891,1,4000805899,9,8,4000805881,9,4000805899,5,4,5,sample
4000805890,2,839,4000805899,9,4000805903,13,4,4000805881,9,4000805903,139,138,144,sample
4000805890,3,57059,4000805903,13,4000805911,21,8,4000805881,9,4000805911,5640,5639,5784,sample
4000807065,1,19,4000807067,2,4000807073,8,6,4000807061,4,4000807073,6,5,6,sample
4000807065,2,6581,4000807073,8,4000807079,14,6,4000807049,16,4000807079,844,843,850,sample
4000807313,1,5,4000807315,2,4000807319,6,4,4000807313,0,4000807319,2,1,2,sample
4000807313,2,17,4000807319,6,4000807331,18,12,4000807313,0,4000807331,3,2,5,sample
4000807313,3,31,4000807331,18,4000807337,24,6,4000807313,0,4000807337,4,3,9,sample
4000807313,4,52553,4000807337,24,4000807339,26,2,4000807313,0,4000807339,5355,5354,5364,sample
4000807421,1,13513,4000807423,2,4000807439,18,16,4000807411,10,4000807439,1599,1598,1599,sample
4000807730,1,3,4000807731,1,4000807733,3,2,4000807729,1,4000807733,1,0,1,sample
4000807730,2,13,4000807733,3,4000807739,9,6,4000807729,1,4000807739,3,2,4,sample
4000807875,1,11,4000807877,2,4000807879,4,2,4000807873,2,4000807879,3,2,3,sample
4000807875,2,1301,4000807879,4,4000807883,8,4,4000807847,28,4000807883,207,206,210,sample
4000808153,1,5,4000808155,2,4000808159,6,4,4000808153,0,4000808159,2,1,2,sample
4000808153,2,61,4000808159,6,4000808171,18,12,4000808153,0,4000808171,14,13,16,sample
4000808233,1,3,4000808235,2,4000808237,4,2,4000808233,0,4000808237,1,0,1,sample
4000808233,2,17,4000808237,4,4000808239,6,2,4000808233,0,4000808239,4,3,5,sample
4000809131,1,193,4000809133,2,4000809143,12,10,4000809107,24,4000809143,42,41,42,sample
4000809131,2,773,4000809143,12,4000809167,36,24,4000809107,24,4000809167,93,92,135,sample
4000809745,1,3,4000809747,2,4000809749,4,2,4000809745,0,4000809749,1,0,1,sample
4000809745,2,31,4000809749,4,4000809751,6,2,4000809739,6,4000809751,8,7,9,sample
4000810468,1,47,4000810469,1,4000810477,9,8,4000810459,9,4000810477,13,12,13,sample
4000810468,2,61,4000810477,9,4000810483,15,6,4000810459,9,4000810483,3,2,16,sample
4000810468,3,167,4000810483,15,4000810501,33,18,4000810459,9,4000810501,21,20,37,sample
4000810468,4,3181,4000810501,33,4000810519,51,18,4000810427,41,4000810519,411,410,448,sample
4000810943,1,5,4000810945,2,4000810949,6,4,4000810943,0,4000810949,2,1,2,sample
4000810943,2,467,4000810949,6,4000810951,8,2,4000810937,6,4000810951,87,86,89,sample
4000810983,1,5,4000810985,2,4000810987,4,2,4000810981,2,4000810987,2,1,2,sample
4000810983,2,151,4000810987,4,4000810993,10,6,4000810973,10,4000810993,32,31,34,sample
4000811548,1,11,4000811551,3,4000811557,9,6,4000811543,5,4000811557,3,2,3,sample
4000811548,2,223,4000811557,9,4000811561,13,4,4000811543,5,4000811561,43,42,46,sample
4000811679,1,8597,4000811681,2,4000811687,8,6,4000811677,2,4000811687,1068,1067,1068,sample
4000813145,1,19,4000813147,2,4000813151,6,4,4000813139,6,4000813151,6,5,6,sample
4000813145,2,71,4000813151,6,4000813153,8,2,4000813139,6,4000813153,12,11,18,sample
4000813145,3,449,4000813153,8,4000813163,18,10,4000813129,16,4000813163,67,66,85,sample
4000813145,4,54367,4000813163,18,4000813171,26,8,4000813129,16,4000813171,5443,5442,5528,sample
4000813281,1,31,4000813283,2,4000813301,20,18,4000813279,2,4000813301,9,8,9,sample
4000813281,2,22067,4000813301,20,4000813307,26,6,4000813273,8,4000813307,2462,2461,2471,sample
4000813326,1,3,4000813329,3,4000813331,5,2,4000813325,1,4000813331,1,0,1,sample
4000813326,2,13567,4000813331,5,4000813339,13,8,4000813307,19,4000813339,1602,1601,1603,sample
4000813326,3,17419,4000813339,13,4000813343,17,4,4000813307,19,4000813343,399,398,2002,sample
4000813568,1,3,4000813569,1,4000813571,3,2,4000813567,1,4000813571,1,0,1,sample
4000813568,2,47,4000813571,3,4000813573,5,2,4000813567,1,4000813573,12,11,13,sample
4000813568,3,157,4000813573,5,4000813601,33,28,4000813561,7,4000813601,22,21,35,sample
4000813568,4,487,4000813601,33,4000813613,45,12,4000813561,7,4000813613,56,55,91,sample
4000814084,1,3,4000814085,1,4000814087,3,2,4000814081,3,4000814087,1,0,1,sample
4000814263,1,2917,4000814267,4,4000814273,10,6,4000814263,0,4000814273,420,419,420,sample
4000814263,2,6311,4000814273,10,4000814291,28,18,4000814263,0,4000814291,399,398,819,sample
4000814305,1,151,4000814309,4,4000814333,28,24,4000814303,2,4000814333,34,33,34,sample
4000814305,2,5851,4000814333,28,4000814353,48,20,4000814303,2,4000814353,733,732,767,sample
4000815140,1,3,4000815141,1,4000815143,3,2,4000815139,1,4000815143,1,0,1,sample
4000815140,2,13,4000815143,3,4000815149,9,6,4000815139,1,4000815149,3,2,4,sample
4000815140,3,97,4000815149,9,4000815157,17,8,4000815127,13,4000815157,19,18,23,sample
4000816722,1,42017,4000816723,1,4000816739,17,16,4000816717,5,4000816739,4392,4391,4392,sample
4000817556,1,11,4000817557,1,4000817561,5,4,4000817551,5,4000817561,3,2,3,sample
4000817556,2,13,4000817561,5,4000817563,7,2,4000817551,5,4000817563,1,0,4,sample
4000817556,3,821,4000817563,7,4000817573,17,10,4000817539,17,4000817573,136,135,140,sample
4000819643,1,5,4000819645,2,4000819649,6,4,4000819643,0,4000819649,2,1,2,sample
4000819643,2,52937,4000819649,6,4000819651,8,2,4000819643,0,4000819651,5397,5396,5399,sample
4000819940,1,3,4000819941,1,4000819943,3,2,4000819939,1,4000819943,1,0,1,sample
4000819940,2,757,4000819943,3,4000819951,11,8,4000819931,9,4000819951,131,130,132,sample
4000820061,1,19,4000820063,2,4000820071,10,8,4000820059,2,4000820071,6,5,6,sample
4000820624,1,3,4000820625,1,4000820627,3,2,4000820623,1,4000820627,1,0,1,sample
4000820660,1,3,4000820661,1,4000820665,5,4,4000820659,1,4000820665,1,0,1,sample
4000820660,2,5,4000820665,5,4000820669,9,4,4000820659,1,4000820669,1,0,2,sample
4000820793,1,5,4000820795,2,4000820797,4,2,4000820791,2,4000820797,2,1,2,sample
4000820793,2,3331,4000820797,4,4000820801,8,4,4000820777,16,4000820801,466,465,468,sample
4000821004,1,5,4000821005,1,4000821007,3,2,4000821001,3,4000821007,2,1,2,sample
4000821004,2,43,4000821007,3,4000821017,13,10,4000821001,3,4000821017,10,9,12,sample
4000821004,3,53,4000821017,13,4000821023,19,6,4000821001,3,4000821023,2,1,14,sample
4000821045,1,9929,4000821047,2,4000821059,14,12,4000821031,14,4000821059,1222,1221,1222,sample
4000822045,1,3,4000822047,2,4000822051,6,4,4000822045,0,4000822051,1,0,1,sample
4000822045,2,157,4000822051,6,4000822057,12,6,4000822027,18,4000822057,34,33,35,sample
4000822045,3,257,4000822057,12,4000822061,16,4,4000822027,18,4000822061,18,17,53,sample
4000823485,1,3,4000823487,2,4000823489,4,2,4000823485,0,4000823489,1,0,1,sample
4000823485,2,13,4000823489,4,4000823501,16,12,4000823483,2,4000823501,3,2,4,sample
4000823485,3,41,4000823501,16,4000823507,22,6,4000823479,6,4000823507,7,6,11,sample
4000823485,4,1163,4000823507,22,4000823543,58,36,4000823479,6,4000823543,179,178,190,sample
4000823485,5,5009,4000823543,58,4000823549,64,6,4000823479,6,4000823549,479,478,669,sample
4000824124,1,5,4000824125,1,4000824127,3,2,4000824119,5,4000824127,2,1,2,sample
4000824124,2,233,4000824127,3,4000824143,19,16,4000824119,5,4000824143,47,46,49,sample
4000824124,3,4513,4000824143,19,4000824169,45,26,4000824119,5,4000824169,561,560,610,sample
4000824169,1,3,4000824171,2,4000824173,4,2,4000824169,0,4000824173,1,0,1,sample
4000824169,2,619,4000824173,4,4000824199,30,26,4000824169,0,4000824199,111,110,112,sample
4000824625,1,3,4000824627,2,4000824629,4,2,4000824623,2,4000824629,1,0,1,sample
4000824625,2,31,4000824629,4,4000824637,12,8,4000824617,8,4000824637,8,7,9,sample
4000825408,1,11,4000825411,3,4000825417,9,6,4000825403,5,4000825417,3,2,3,sample
4000825652,1,3,4000825653,1,4000825655,3,2,4000825651,1,4000825655,1,0,1,sample
4000825652,2,5,4000825655,3,4000825657,5,2,4000825651,1,4000825657,1,0,2,sample
4000826224,1,5,4000826225,1,4000826227,3,2,4000826219,5,4000826227,2,1,2,sample
4000826224,2,1061,4000826227,3,4000826231,7,4,4000826213,11,4000826231,174,173,176,sample
4000826224,3,3691,4000826231,7,4000826233,9,2,4000826213,11,4000826233,337,336,513,sample
4000826224,4,35729,4000826233,9,4000826239,15,6,4000826213,11,4000826239,3281,3280,3794,sample
4000827408,1,139,4000827409,1,4000827421,13,12,4000827407,1,4000827421,32,31,32,sample
4000827408,2,3769,4000827421,13,4000827433,25,12,4000827407,1,4000827433,491,490,523,sample
4000827795,1,37,4000827797,2,4000827799,4,2,4000827793,2,4000827799,10,9,10,sample
4000827795,2,263,4000827799,4,4000827811,16,12,4000827793,2,4000827811,44,43,54,sample
4000831007,1,3,4000831011,4,4000831013,6,2,4000831007,0,4000831013,1,0,1,sample
4000831531,1,3,4000831533,2,4000831535,4,2,4000831531,0,4000831535,1,0,1,sample
4000831531,2,5,4000831535,4,4000831537,6,2,4000831531,0,4000831537,1,0,2,sample
4000831531,3,41,4000831537,6,4000831543,12,6,4000831529,2,4000831543,9,8,11,sample
4000831531,4,107,4000831543,12,4000831547,16,4,4000831529,2,4000831547,15,14,26,sample
4000831531,5,1409,4000831547,16,4000831553,22,6,4000831529,2,4000831553,195,194,221,sample
4000831975,1,3,4000831977,2,4000831979,4,2,4000831973,2,4000831979,1,0,1,sample
4000831975,2,211,4000831979,4,4000831981,6,2,4000831973,2,4000831981,44,43,45,sample
4000831975,3,571,4000831981,6,4000831993,18,12,4000831973,2,4000831993,58,57,103,sample
4000832571,1,67,4000832573,2,4000832579,8,6,4000832569,2,4000832579,17,16,17,sample
4000833162,1,18587,4000833163,1,4000833167,5,4,4000833149,13,4000833167,2125,2124,2125,sample
4000833543,1,5,4000833545,2,4000833547,4,2,4000833541,2,4000833547,2,1,2,sample
4000833543,2,73,4000833547,4,4000833559,16,12,4000833541,2,4000833559,17,16,19,sample
4000833543,3,2801,4000833559,16,4000833583,40,24,4000833539,4,4000833583,387,386,406,sample
4000834025,1,36793,4000834027,2,4000834031,6,4,4000834021,4,4000834031,3901,3900,3901,sample
4000834109,1,17,4000834111,2,4000834121,12,10,4000834109,0,4000834121,5,4,5,sample
4000834109,2,811,4000834121,12,4000834127,18,6,4000834099,10,4000834127,134,133,139,sample
4000835310,1,11,4000835311,1,4000835317,7,6,4000835309,1,4000835317,3,2,3,sample
4000835733,1,5,4000835735,2,4000835737,4,2,4000835731,2,4000835737,2,1,2,sample
4000835733,2,29,4000835737,4,4000835747,14,10,4000835731,2,4000835747,6,5,8,sample
4000836006,1,3,4000836009,3,4000836011,5,2,4000836005,1,4000836011,1,0,1,sample
4000836006,2,37,4000836011,5,4000836013,7,2,4000836001,5,4000836013,9,8,10,sample
4000836006,3,71,4000836013,7,4000836017,11,4,4000836001,5,4000836017,8,7,18,sample
4000836111,1,3491,4000836113,2,4000836121,10,8,4000836109,2,4000836121,486,485,486,sample
4000836623,1,5,4000836625,2,4000836629,6,4,4000836619,4,4000836629,2,1,2,sample
4000836623,2,521,4000836629,6,4000836641,18,12,4000836617,6,4000836641,94,93,96,sample
4000836700,1,52291,4000836701,1,4000836713,13,12,4000836691,9,4000836713,5344,5343,5344,sample
4000837869,1,53,4000837871,2,4000837873,4,2,4000837859,10,4000837873,14,13,14,sample
4000838717,1,53,4000838719,2,4000838729,12,10,4000838717,0,4000838729,14,13,14,sample
4000838717,2,239,4000838729,12,4000838741,24,12,4000838717,0,4000838741,36,35,50,sample
4000839801,1,30757,4000839803,2,4000839827,26,24,4000839793,8,4000839827,3314,3313,3314,sample
4000840332,1,3,4000840335,3,4000840337,5,2,4000840331,1,4000840337,1,0,1,sample
4000840332,2,13,4000840337,5,4000840339,7,2,4000840331,1,4000840339,3,2,4,sample
4000840526,1,3,4000840527,1,4000840531,5,4,4000840525,1,4000840531,1,0,1,sample
4000840526,2,107,4000840531,5,4000840541,15,10,4000840523,3,4000840541,25,24,26,sample
4000840526,3,22279,4000840541,15,4000840553,27,12,4000840523,3,4000840553,2468,2467,2494,sample
4000840657,1,3,4000840659,2,4000840661,4,2,4000840657,0,4000840661,1,0,1,sample
4000840921,1,3,4000840923,2,4000840925,4,2,4000840919,2,4000840925,1,0,1,sample
4000840921,2,5,4000840925,4,4000840927,6,2,4000840919,2,4000840927,1,0,2,sample
4000841588,1,3,4000841589,1,4000841591,3,2,4000841587,1,4000841591,1,0,1,sample
4000841588,2,17,4000841591,3,4000841597,9,6,4000841587,1,4000841597,4,3,5,sample
4000841588,3,239,4000841597,9,4000841599,11,2,4000841573,15,4000841599,45,44,50,sample
4000841588,4,28429,4000841599,11,4000841629,41,30,4000841569,19,4000841629,3041,3040,3091,sample
4000841658,1,17,4000841659,1,4000841671,13,12,4000841657,1,4000841671,5,4,5,sample
4000841720,1,3,4000841721,1,4000841723,3,2,4000841717,3,4000841723,1,0,1,sample
4000841720,2,19,4000841723,3,4000841729,9,6,4000841717,3,4000841729,5,4,6,sample
4000841886,1,3,4000841889,3,4000841891,5,2,4000841885,1,4000841891,1,0,1,sample
4000843142,1,3,4000843143,1,4000843145,3,2,4000843141,1,4000843145,1,0,1,sample
4000843142,2,5,4000843145,3,4000843151,9,6,4000843141,1,4000843151,1,0,2,sample
4000843142,3,47869,4000843151,9,4000843163,21,12,4000843139,3,4000843163,4930,4929,4932,sample
4000843450,1,11,4000843451,1,4000843453,3,2,4000843447,3,4000843453,3,2,3,sample
4000843450,2,43,4000843453,3,4000843459,9,6,4000843447,3,4000843459,9,8,12,sample
4000843450,3,199,4000843459,9,4000843481,31,22,4000843447,3,4000843481,32,31,44,sample
4000843450,4,1973,4000843481,31,4000843493,43,12,4000843423,27,4000843493,252,251,296,sample
4000843479,1,1973,4000843481,2,4000843493,14,12,4000843423,56,4000843493,296,295,296,sample
4000843533,1,5,4000843535,2,4000843537,4,2,4000843531,2,4000843537,2,1,2,sample
4000843533,2,23,4000843537,4,4000843541,8,4,4000843531,2,4000843541,5,4,7,sample
4000843533,3,5077,4000843541,8,4000843543,10,2,4000843519,14,4000843543,669,668,676,sample
4000845570,1,67,4000845571,1,4000845577,7,6,4000845553,17,4000845577,17,16,17,sample
4000846624,1,5,4000846625,1,4000846627,3,2,4000846621,3,4000846627,2,1,2,sample
4000847869,1,3,4000847871,2,4000847873,4,2,4000847869,0,4000847873,1,0,1,sample
4000847869,2,11,4000847873,4,4000847881,12,8,4000847869,0,4000847881,2,1,3,sample
4000847869,3,17,4000847881,12,4000847887,18,6,4000847869,0,4000847887,2,1,5,sample
4000847869,4,347,4000847887,18,4000847897,28,10,4000847869,0,4000847897,62,61,67,sample
4000847869,5,419,4000847897,28,4000847899,30,2,4000847869,0,4000847899,12,11,79,sample
4000848769,1,3,4000848771,2,4000848773,4,2,4000848769,0,4000848773,1,0,1,sample
4000848769,2,89,4000848773,4,4000848779,10,6,4000848769,0,4000848779,21,20,22,sample
4000848769,3,401,4000848779,10,4000848811,42,32,4000848763,6,4000848811,55,54,77,sample
4000848769,4,51203,4000848811,42,4000848847,78,36,4000848763,6,4000848847,5161,5160,5238,sample
4000850188,1,13,4000850191,3,4000850197,9,6,4000850179,9,4000850197,4,3,4,sample
4000850188,2,19,4000850197,9,4000850201,13,4,4000850179,9,4000850201,2,1,6,sample
4000850188,3,239,4000850201,13,4000850209,21,8,4000850177,11,4000850209,44,43,50,sample
4000850188,4,23557,4000850209,21,4000850221,33,12,4000850153,35,4000850221,2567,2566,2617,sample
4000851122,1,3,4000851123,1,4000851125,3,2,4000851121,1,4000851125,1,0,1,sample
4000851122,2,5,4000851125,3,4000851131,9,6,4000851121,1,4000851131,1,0,2,sample
4000851729,1,2311,4000851731,2,4000851749,20,18,4000851727,2,4000851749,342,341,342,sample
4000852061,1,13,4000852063,2,4000852067,6,4,4000852061,0,4000852067,4,3,4,sample
4000852309,1,3,4000852311,2,4000852313,4,2,4000852309,0,4000852313,1,0,1,sample
4000853067,1,239,4000853069,2,4000853081,14,12,4000853063,4,4000853081,50,49,50,sample
4000853228,1,3,4000853229,1,4000853231,3,2,4000853225,3,4000853231,1,0,1,sample
4000854607,1,3,4000854609,2,4000854611,4,2,4000854607,0,4000854611,1,0,1,sample
4000854607,2,13,4000854611,4,4000854617,10,6,4000854607,0,4000854617,3,2,4,sample
4000854607,3,433,4000854617,10,4000854629,22,12,4000854607,0,4000854629,78,77,82,sample
4000854607,4,3187,4000854629,22,4000854631,24,2,4000854607,0,4000854631,367,366,449,sample
4000856037,1,41611,4000856039,2,4000856051,14,12,4000855993,44,4000856051,4350,4349,4350,sample
4000856111,1,32687,4000856113,2,4000856117,6,4,4000856081,30,4000856117,3504,3503,3504,sample
4000856111,2,41579,4000856117,6,4000856129,18,12,4000856081,30,4000856129,841,840,4345,sample
4000856641,1,5,4000856645,4,4000856647,6,2,4000856641,0,4000856647,2,1,2,sample
4000856641,2,23,4000856647,6,4000856659,18,12,4000856641,0,4000856659,5,4,7,sample
4000856641,3,32233,4000856659,18,4000856681,40,22,4000856641,0,4000856681,3448,3447,3455,sample
4000857643,1,3,4000857645,2,4000857647,4,2,4000857643,0,4000857647,1,0,1,sample
4000857719,1,3,4000857723,4,4000857725,6,2,4000857719,0,4000857725,1,0,1,sample
4000857719,2,5,4000857725,6,4000857727,8,2,4000857719,0,4000857727,1,0,2,sample
4000857857,1,41,4000857859,2,4000857863,6,4,4000857857,0,4000857863,11,10,11,sample
4000857956,1,3,4000857957,1,4000857961,5,4,4000857955,1,4000857961,1,0,1,sample
4000858433,1,3,4000858437,4,4000858439,6,2,4000858433,0,4000858439,1,0,1,sample
